category,category_name,vendor_number,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail
1082900,MISC. IMPORTED CORDIALS & LIQUEURS,461,65185,Irish Mist Honey,6,750,11.83,17.75
1082900,MISC. IMPORTED CORDIALS & LIQUEURS,461,915608,Irish Mist Whiskey,6,750,14.5,21.75
1082900,MISC. IMPORTED CORDIALS & LIQUEURS,461,65125,Grand Marnier Cordon Rouge,12,375,9.99,14.99
1082900,MISC. IMPORTED CORDIALS & LIQUEURS,461,67194,X Rated Fusion Liqueur,6,1000,18.67,28.01
1082900,MISC. IMPORTED CORDIALS & LIQUEURS,461,904844,Cynar,12,1000,12.91,19.37
1082900,MISC. IMPORTED CORDIALS & LIQUEURS,461,65127,Grand Marnier Cordon Rouge,12,1000,25.55,38.33
1082900,MISC. IMPORTED CORDIALS & LIQUEURS,461,904844,Cynar 33prf,12,1000,12.91,19.37
1082900,MISC. IMPORTED CORDIALS & LIQUEURS,461,965121,Grand Marnier Cordon Rouge Liqueur Mini,10,600,22.68,34.02
1082900,MISC. IMPORTED CORDIALS & LIQUEURS,461,64147,Aperol,6,750,12.25,18.38
1082900,MISC. IMPORTED CORDIALS & LIQUEURS,461,67487,Grand Marnier Raspberry Peach,12,750,23.31,34.97
1701100,DECANTERS & SPECIALTY PACKAGES,461,161,Skyy Core w/4-50mls,6,950,10.01,15.02
,,461,161,Skyy Core w/4-50mls,6,950,10.01,15.02
1031000,American Vodka,461,37987,Skyy Vodka,12,1000,12.35,18.53
1062100,JAMAICA RUM,461,903668,Appleton Special Jamaica Rum,12,750,8.5,12.75
,,461,940831,Skyy Infusions Blood Orange,12,750,10.01,15.02
1082100,,461,964250,Averna Amaro,6,750,16.5,24.75
1062100,JAMAICA RUM,461,902538,Appleton Extra 12yr Rum,6,750,18.5,27.75
1011600,Straight Rye Whiskies,461,927126,Russell's Reserve 6 year Rye,6,750,24.0,36.0
1062100,JAMAICA RUM,461,903338,Appleton White,6,1750,17.0,25.5
1062100,JAMAICA RUM,461,903338,Appleton Estate Signature Blend,6,1750,17.0,25.5
1901200,Special Order Items,461,902146,Grand Marnier Centenaire (100),6,750,99.99,149.99
1082100,Imported Cordials & Liqueur,461,965116,HA Grand Marnier Cuvee Du 1880,6,750,175.0,262.5
1022100,TEQUILA,461,903422,Cabo Wabo Anejo,6,750,23.36,35.04
1081200,Cream Liqueurs,461,68127,Carolan's Irish Cream Liqueur,12,1000,10.43,15.65
1031200,VODKA FLAVORED,461,940064,SKYY Infusions Pacific Blueberry,12,750,10.01,15.02
1031200,VODKA FLAVORED,461,39856,Skyy Infusions Bartlett Pear,12,750,10.01,15.02
1031200,VODKA FLAVORED,461,940835,Skyy Infusions Dragon Fruit,12,750,10.01,15.02
1031200,VODKA FLAVORED,461,40203,Skyy Infusions Vanilla Bean,12,750,8.48,13.49
1031200,VODKA FLAVORED,461,39849,Skyy Coastal Cranberry Mini,12,500,9.9,14.85
1012100,Canadian Whiskies,461,910900,HA Forty Creek Double Barrel,6,750,27.5,41.25
1012100,Canadian Whiskies,461,910880,Forty Creek Copper Pot,12,750,14.5,21.75
1022200,100% Agave Tequila,461,89139,Cabo Wabo Reposado,6,750,20.76,31.14
1022200,100% Agave Tequila,461,87250,Cabo Wabo Blanco,6,750,18.17,27.26
1031200,American Flavored Vodka,461,940203,SKYY Infusions Vanilla Bean,12,750,10.01,15.02
1031200,American Flavored Vodka,461,940800,Skyy Vodka Infusions Cherry,12,750,9.01,13.52
1011200,STRAIGHT BOURBON WHISKIES,461,22158,Wild Turkey 101,6,1750,25.0,37.5
1011200,STRAIGHT BOURBON WHISKIES,461,922173,Russell's Reserve 1998 HA,3,750,125.0,187.5
1011200,Straight Bourbon Whiskies,461,22175,Russell's Reserve 10YR,6,750,18.49,27.74
1081900,MISC. AMERICAN CORDIALS & LIQUEURS,461,77777,Wild Turkey American Honey,12,375,5.91,8.87
1082900,MISC. IMPORTED CORDIALS & LIQUEURS,461,902488,Frangelico Liqueur Minis,8,603,20.63,30.95
,,461,921946,Wild Turkey Kentucky Spirit Barrel,6,750,29.0,43.5
,,461,922178,Russell's Reserve Single Barrel - Barrel,6,750,31.0,46.5
1062100,JAMAICA RUM,461,902538,Appleton Rare Blend,6,750,18.5,27.75
1701100,DECANTERS & SPECIALTY PACKAGES,461,922095,Wild Turkey Diamond HA,6,750,65.0,97.5
1901200,Special Order Items,461,902488,Frangelico Liqueur Minis,8,603,20.63,30.95
1901200,Special Order Items,461,904844,Cynar 33prf,12,1000,12.92,19.38
1062100,JAMAICA RUM,461,903338,Appleton Estate Vx,6,1750,17.0,25.5
1022200,,461,989699,Espolon Anejo X HA,3,750,50.0,75.0
1031200,VODKA FLAVORED,461,940203,SKYY Infusions Vanilla Bean,12,750,10.01,15.02
1011100,Blended Whiskies,461,939777,Skyy California Apricot,12,750,9.01,13.52
1022200,100% Agave Tequila,461,88980,Espolon Reposado,6,1750,25.0,37.5
1031200,American Flavored Vodka,461,940813,SKYY Infusions Raspberry,12,750,9.01,13.52
1031200,American Flavored Vodka,461,39939,Skyy Infusions Tropical Mango,12,750,8.01,13.02
1011250,SINGLE BARREL BOURBON WHISKIES,461,921946,Wild Turkey Kentucky Spirit Barrel,6,750,26.5,39.75
1901200,Special Order Items,461,902766,Jean Marc Xo Vodka,6,750,30.85,46.28
1901200,Special Order Items,461,902623,Appleton Estate 21 Yr Jamaica Rum,6,750,64.94,97.41
1701200,Holiday VAP,461,149,American Honey w/Mason Jar,6,750,10.5,15.75
1011600,Straight Rye Whiskies,461,927117,Wild Turkey 101 Rye,6,1000,19.2,28.8
1022100,TEQUILA,461,989519,Espolon Anejo,6,750,17.5,26.25
1031200,VODKA FLAVORED,461,940831,Skyy Infusions Blood Orange,12,750,10.01,15.02
1031100,American Vodkas,461,937984,Skyy Vodka,12,375,4.59,6.89
1031100,American Vodkas,461,937983,Skyy Vodka,24,200,3.0,4.5
1031200,American Flavored Vodka,461,40821,Skyy Infusions Pineapple,12,750,8.01,13.02
1011200,STRAIGHT BOURBON WHISKIES,461,922178,Russell's Reserve Single Barrel - Barrel,6,750,28.5,42.75
1011200,Straight Bourbon Whiskies,461,22158,Wild Turkey 101,6,1750,26.0,39.0
1082000,Imported Cordials & Liqueurs,461,964815,Cynar High Proof 70,6,1000,18.0,27.0
1082900,MISC. IMPORTED CORDIALS & LIQUEURS,461,904556,Ouzo #12,12,750,10.29,15.44
1062100,JAMAICA RUM,461,43371,Appleton Signature Blend,12,750,9.74,14.99
1081000,American Cordials & Liqueurs,461,77768,Wild Turkey American Honey Sting,12,750,10.5,15.75
1901200,Special Order Items,461,967487,Grand Marnier Raspberry Peach,12,750,23.31,34.97
1031200,VODKA FLAVORED,461,39849,Skyy Coastal Cranberry Mini,12,500,9.9,14.86
1701100,DECANTERS & SPECIALTY PACKAGES,461,900596,Wild Turkey 375ml Sampler Pack,6,1125,18.56,27.84
1031000,American Vodka,461,161,Skyy Core w/4-50mls,6,950,10.01,15.02
1901200,Special Order Items,461,902790,Wild Turkey Kentucky Spirit,6,750,29.0,43.5
1701100,DECANTERS & SPECIALTY PACKAGES,461,922095,Wild Turkey Diamond HA,6,750,62.5,93.75
1031000,American Vodka,461,37986,Skyy Vodka,12,750,9.01,13.52
1082100,Imported Cordials & Liqueur,461,967192,X Rated Fusion Liqueur,6,750,14.66,21.99
1031200,American Flavored Vodka,461,39856,Skyy Infusions Bartlett Pear,12,750,8.01,13.02
1082100,,461,964815,Cynar High Proof 70,6,1000,17.5,26.25
1031200,VODKA FLAVORED,461,40442,Skyy Infusions Moscato Grape,12,750,10.01,15.02
1031200,VODKA FLAVORED,461,940060,Skyy Infusions Texas Grapefruit,12,750,10.01,15.02
1011200,STRAIGHT BOURBON WHISKIES,461,922178,Russell's Reserve Single Barrel - Barrel,6,750,31.0,46.5
1082000,Imported Cordials & Liqueurs,461,64790,Cynar,12,1000,12.91,19.37
1081000,American Cordials & Liqueurs,461,77779,Wild Turkey American Honey,6,1750,19.5,29.25
1062200,White Rum,461,943589,J Wray Silver,12,750,8.5,12.75
1031200,VODKA FLAVORED,461,940810,Skyy Infusions Passion Fruit,12,750,10.01,15.02
1031200,American Flavored Vodka,461,40804,Skyy Infusions Citrus,12,750,8.01,13.02
1011500,STRAIGHT RYE WHISKIES,461,927120,Wild Turkey 81 Rye,12,750,13.0,19.5
1032080,IMPORTED VODKA,461,902766,Jean Marc Xo Vodka,6,750,30.85,46.28
1031200,VODKA FLAVORED,461,940442,Skyy Infusions Moscato Grape,12,750,10.01,15.02
1022200,100% Agave Tequila,461,89136,Cabo Wabo Anejo,6,750,24.17,36.26
1031200,American Flavored Vodka,461,40465,Skyy Infusions Wild Strawberry,12,750,8.01,13.02
1082900,MISC. IMPORTED CORDIALS & LIQUEURS,461,902118,Frangelico Liqueur,12,375,8.7,13.05
1901200,Special Order Items,461,904556,Ouzo #12,12,750,10.29,15.44
1011200,STRAIGHT BOURBON WHISKIES,461,922096,Wild Turkey Forgiven HA,6,750,27.5,41.25
1901200,Special Order Items,461,903668,Appleton Special Jamaica Rum,12,750,8.5,12.75
1011250,SINGLE BARREL BOURBON WHISKIES,461,902733,Wild Turkey Russells Reserve Single Barrel,6,750,28.5,42.75
1062100,JAMAICA RUM,461,902623,Appleton Estate 21 Yr Jamaica Rum,6,750,64.94,97.41
1901200,Special Order Items,461,902146,HA Grand Marnier Centenaire (100),6,750,99.99,149.99
1031200,VODKA FLAVORED,461,940661,Skyy Infusions Coconut,12,750,10.01,15.02
1031200,VODKA FLAVORED,461,902742,Skyy Citrus Vodka,12,1000,12.34,18.51
1701100,DECANTERS & SPECIALTY PACKAGES,492,365,Bird Dog Peach w/4-50mls,6,950,10.0,15.0
1701100,DECANTERS & SPECIALTY PACKAGES,492,363,Bird Dog Bourbon w/4-50mls,6,950,10.0,15.0
1901200,Special Order Items,492,936076,Kru 82 Vodka glass,6,1750,12.72,19.08
1081700,DISTILLED SPIRITS SPECIALTY,492,72455,Bird Dog Peppermint Moonshine,6,750,10.0,15.0
1701100,DECANTERS & SPECIALTY PACKAGES,492,366,Bird Dog Peach w/ BBQ Sauce,6,750,10.0,15.0
1901200,Special Order Items,492,927425,Bird Dog Hot Cinnamon Flavored Whiskey,6,750,10.0,15.0
1701100,DECANTERS & SPECIALTY PACKAGES,492,220,Calumet Farm Bourbon VAP,6,750,25.04,37.56
1081700,DISTILLED SPIRITS SPECIALTY,492,77577,Twenty Grand,6,750,17.0,25.5
,,492,364,Bird Dog Peach w/2 Shot Glasses,6,750,10.0,15.0
1081700,DISTILLED SPIRITS SPECIALTY,492,72452,Bird Dog Peppermint Moonshine Mini,5,600,5.8,8.7
,,492,212,Bird Dog Apple w/Glass,6,750,10.0,15.0
1092100,,492,977576,Twenty Grand Gold,6,375,7.0,10.5
1071100,Cocktails /RTD,492,72499,Bird Dog Blackberry Lemonade RTD,6,750,4.99,7.49
1071100,Cocktails /RTD,492,72501,Bird Dog Blackberry Lemonade,6,1750,9.5,14.25
1071100,Cocktails /RTD,492,72521,Bird Dog Ruby Red Grapefruit Margarita RTD,6,1750,9.5,14.25
1071100,Cocktails /RTD,492,72501,Bird Dog Blackberry Lemonade RTD,6,1750,9.5,14.25
1071100,Cocktails /RTD,492,72518,Bird Dog Ruby Red Grapefruit Margarita,6,750,4.99,7.49
1071100,Cocktails /RTD,492,72518,Bird Dog Ruby Red Grapefruit Margarita RTD,6,750,4.99,7.49
1032080,IMPORTED VODKA,492,933763,Kru Peach Mango Vodka,12,750,10.67,16.01
1032080,IMPORTED VODKA,492,936076,Kru 82 Vodka glass,6,1750,12.72,19.08
1032100,Imported Vodkas,492,36076,Kru 82 Vodka,6,1750,12.0,18.0
1011100,BLENDED WHISKIES,492,27692,Bird Dog Apple Flavored Whiskey Mini,5,600,6.0,9.0
1011100,BLENDED WHISKIES,492,27913,Bird Dog Strawberry Mini,5,600,5.8,8.7
1011100,BLENDED WHISKIES,492,27474,Bird Dog Blackberry Whiskey,6,750,10.0,15.0
1011100,BLENDED WHISKIES,492,27433,Bird Dog Peach Flavored Whiskey,6,750,10.0,15.0
1011100,BLENDED WHISKIES,492,27697,Bird Dog Apple Flavored Whiskey,6,750,10.0,15.0
1011100,BLENDED WHISKIES,492,27920,Bird Dog Strawberry,6,750,10.0,15.0
1011100,BLENDED WHISKIES,492,22897,Bird Dog Kentucky Blended Whiskey,6,750,10.0,15.0
1011100,BLENDED WHISKIES,492,27814,Bird Dog Jalapeno Honey,6,750,10.0,15.0
1011100,BLENDED WHISKIES,492,27417,Bird Dog Maple,6,750,10.0,15.0
1011100,BLENDED WHISKIES,492,27898,Bird Dog Ruby Red Grapefruit,6,750,10.0,15.0
1011100,BLENDED WHISKIES,492,927814,Bird Dog Jalapeno Honey,6,750,10.0,15.0
1011100,BLENDED WHISKIES,492,27741,Bird Dog Blackberry,6,1750,20.0,30.0
1011100,BLENDED WHISKIES,492,27477,Bird Dog Blackberry,6,375,5.0,7.5
1011100,BLENDED WHISKIES,492,27891,Bird Dog Ruby Red Grapefruit Mini,5,600,5.8,8.7
1011100,Blended Whiskies,492,27891,Bird Dog Ruby Red Grapefruit Mini,5,600,5.8,8.7
1011100,Blended Whiskies,492,27692,Bird Dog Apple Mini,5,600,6.0,9.0
1011100,Blended Whiskies,492,27913,Bird Dog Strawberry Mini,5,600,5.8,8.7
1011100,Blended Whiskies,492,27692,Bird Dog Apple Flavored Whiskey Mini,5,600,6.0,9.0
1011100,Blended Whiskies,492,27433,Bird Dog Peach,6,750,10.0,15.0
1011100,Blended Whiskies,492,27474,Bird Dog Blackberry Whiskey,6,750,10.0,15.0
1011100,Blended Whiskies,492,27433,Bird Dog Peach Flavored Whiskey,6,750,10.0,15.0
1011100,Blended Whiskies,492,27920,Bird Dog Strawberry,6,750,10.0,15.0
1011100,Blended Whiskies,492,927707,Bird Dog Chocolate,6,750,10.0,15.0
1011100,Blended Whiskies,492,27814,Bird Dog Jalapeno Honey,6,750,10.0,15.0
1011100,Blended Whiskies,492,100274,Bird Dog Apple w/2 Shot Glasses,6,750,10.0,15.0
1011100,Blended Whiskies,492,27697,Bird Dog Apple Flavored Whiskey,6,750,10.0,15.0
1011100,Blended Whiskies,492,27417,Bird Dog Maple,6,750,10.0,15.0
1011100,Blended Whiskies,492,22897,Bird Dog Kentucky Blended Whiskey,6,750,10.0,15.0
1011100,Blended Whiskies,492,27898,Bird Dog Ruby Red Grapefruit,6,750,10.0,15.0
1011100,Blended Whiskies,492,100276,Bird Dog Blackberry w/2 Shot Glasses,6,750,10.0,15.0
1011100,Blended Whiskies,492,27474,Bird Dog Blackberry,6,750,10.0,15.0
1011100,Blended Whiskies,492,27697,Bird Dog Apple,6,750,10.0,15.0
1032200,IMPORTED VODKA - MISC,492,33649,Kru Pistachio,12,750,10.67,16.01
1032200,IMPORTED VODKA - MISC,492,33802,Kuhl Hippie Hooch Love Punch,12,750,6.56,9.84
1011200,STRAIGHT BOURBON WHISKIES,492,19436,Lexington,6,750,14.54,21.81
1011200,STRAIGHT BOURBON WHISKIES,492,16825,Bird Dog Bourbon,6,750,10.0,15.0
1011200,STRAIGHT BOURBON WHISKIES,492,16829,Bird Dog Small Batch Bourbon 86prf,6,750,15.0,22.5
1011200,STRAIGHT BOURBON WHISKIES,492,17176,Calumet Farm Bourbon,6,750,25.04,37.56
1011200,Straight Bourbon Whiskies,492,16853,Bird Dog Kentucky Bourbon,6,750,12.5,18.75
1011200,Straight Bourbon Whiskies,492,16835,Bird Dog 10YR,6,750,20.0,30.0
1011200,Straight Bourbon Whiskies,492,19436,Lexington,6,750,14.53,21.8
1011200,Straight Bourbon Whiskies,492,16829,Bird Dog Small Batch Bourbon 86prf,6,750,15.0,22.5
1011200,Straight Bourbon Whiskies,492,16853,Bird Dog Kentucky Bourbon,6,750,14.54,21.81
1011200,Straight Bourbon Whiskies,492,19436,Lexington,6,750,14.54,21.81
1701100,DECANTERS & SPECIALTY PACKAGES,492,3981,Twenty Grand w/100ml Rose,6,850,17.0,25.5
,,492,145,Bird Dog Blackberry w/Glass,6,750,10.0,15.0
1091100,,492,72455,Bird Dog Peppermint Moonshine,6,750,10.0,15.0
1011100,BLENDED WHISKIES,492,927707,Bird Dog Chocolate,6,750,10.0,15.0
1011100,BLENDED WHISKIES,492,927741,Bird Dog Blackberry,6,1750,20.0,30.0
1032200,IMPORTED VODKA - MISC,492,33648,Kru Pistachio Mini,5,600,5.8,8.7
1032200,IMPORTED VODKA - MISC,492,33761,Kru Cucumber,12,750,10.0,15.0
1071100,Cocktails /RTD,492,72521,Bird Dog Ruby Red Grapefruit Margarita,6,1750,9.5,14.25
1011100,BLENDED WHISKIES,492,927425,Bird Dog Hot Cinnamon Flavored Whiskey,6,750,10.0,15.0
1011100,Blended Whiskies,492,927898,SOOH Bird Dog Ruby Red Grapefruit,6,750,10.0,15.0
1032200,IMPORTED VODKA - MISC,492,33649,Kru Pistachio,12,750,10.0,15.0
1011200,STRAIGHT BOURBON WHISKIES,492,917176,Calumet Farm Bourbon,6,750,25.03,37.55
1011200,Straight Bourbon Whiskies,492,917176,Calumet Farm Bourbon,6,750,25.03,37.55
1031200,American Flavored Vodka,492,933649,Kru Pistachio,12,750,10.0,15.0
1081900,MISC. AMERICAN CORDIALS & LIQUEURS,492,977577,Twenty Grand,6,750,17.0,25.5
1071100,Cocktails /RTD,492,72499,Bird Dog Blackberry Lemonade,6,750,4.99,7.49
1091100,American Distilled Spirit Specialty,492,972455,Bird Dog Peppermint Moonshine,6,750,10.0,15.0
1901200,Special Order Items,492,977577,Twenty Grand,6,750,17.0,25.5
1011100,BLENDED WHISKIES,492,927625,Whitetail Caramel Flavored Whiskey,6,750,10.0,15.0
1011100,BLENDED WHISKIES,492,927735,Bird Dog Spiced,6,750,10.0,15.0
1011100,Blended Whiskies,492,927741,Bird Dog Blackberry,6,1750,20.0,30.0
1701100,DECANTERS & SPECIALTY PACKAGES,492,686,Bird Dog Peach w/4-50mls,6,950,10.0,15.0
1032100,Imported Vodkas,492,936075,Kru 82 Vodka,12,750,8.0,12.0
1011100,Blended Whiskies,492,927814,Bird Dog Jalapeno Honey,6,750,10.0,15.0
1081200,CREAM LIQUEURS,492,980504,Tres Leches Triple Cream Liqueur,6,750,10.03,15.05
1901200,Special Order Items,492,927625,Whitetail Caramel Flavored Whiskey DISCO,6,750,10.0,15.0
,,885,995208,Spanish Single Malt 100ml,6,100,8.74,13.11
,,885,995215,Barbados Rum 200 ml,6,200,12.67,19.01
1901200,Special Order Items,885,987871,Grapefruit Liqueur,6,200,9.99,14.99
1901200,Special Order Items,885,905083,Yahara Bay Apple Crisp(Apple Pie),6,50,4.33,6.5
1901200,Special Order Items,885,901591,Yahara Bay Vanilla Dream,6,50,4.39,6.59
1901200,Special Order Items,885,900237,Cragabus Blended,6,50,5.23,7.85
1011300,Single Barrel Bourbon Whiskies,885,989834,YB Bourbon 100ml,6,600,6.69,10.04
1901200,Special Order Items,885,900252,Irish Single Malt 11yr( Jack's Choice),6,50,6.18,9.27
1011300,Single Barrel Bourbon Whiskies,885,989835,YB Bourbon 50ml Tripple,6,300,4.68,7.02
1901200,Special Order Items,885,901037,Apricot Grappa,3,750,20.1,30.15
,,885,995213,Barbados Rum 50ml,6,50,5.5,8.25
1012210,SINGLE MALT SCOTCH,885,900258,Irish Single Malt 5yr ( Stephen's choice),6,50,5.15,7.73
1901200,Special Order Items,885,900006,Caipirinha Lime,6,50,4.38,6.57
1901200,Special Order Items,885,901116,Latte Machiatto,6,50,4.4,6.6
,,885,995209,Spanish Single Malt 200ml,6,200,13.47,20.21
,,885,987873,Grapefruit Liqueur,3,750,25.36,38.04
1901200,Special Order Items,885,901901,Sour Cherry,3,750,17.34,26.01
1901200,Special Order Items,885,901274,Latte Machiatto,1,1750,28.0,42.0
,,885,978867,Grappa di Recioto Amarone,1,1750,78.24,117.36
1901200,Special Order Items,885,900592,Williams Pear Brandy,1,1750,33.26,49.89
1901200,Special Order Items,885,900251,Irish Single Malt 11yr( Jack's Choice),6,100,9.69,14.54
1051150,MISCELLANEOUS  BRANDIES,885,901090,Kirsch Cherry Brandy,6,100,6.6,9.9
1901200,Special Order Items,885,901592,Yahara Bay Vanilla Dream,6,100,6.11,9.17
1901200,Special Order Items,885,901904,Sour Cherry,6,100,5.93,8.9
1901200,Special Order Items,885,901133,Pina Colada,6,100,5.78,8.67
1901200,Special Order Items,885,901034,Armagnac XO 10 YR,6,100,7.69,11.54
1901200,Special Order Items,885,905534,Yahara Bay Apple Brandy,6,100,7.09,10.64
1901200,Special Order Items,885,900005,Caipirinha Lime,6,100,6.1,9.15
1901200,Special Order Items,885,901108,Orange Liqueur,6,100,6.57,9.86
1901200,Special Order Items,885,900228,Mac Spey Blended,6,50,4.83,7.25
1901200,Special Order Items,885,901053,Ginger Liqueur,6,100,6.31,9.47
1901200,Special Order Items,885,901248,Blair Athol,6,100,8.99,13.49
1901200,Special Order Items,885,900257,Irish Single Malt 5yr ( Stephen's choice),6,100,7.63,11.45
1901200,Special Order Items,885,901158,Wild Rose Liqueur,6,100,5.84,8.76
1901200,Special Order Items,885,901140,Libertine Absinthe(French Absinthe),6,100,6.97,10.46
,,885,900480,Great Glen 8 yr,6,100,7.56,11.34
,,885,905309,Yahara Bay Vodka,6,100,6.32,9.48
1901200,Special Order Items,885,900227,Mac Spey Blended,6,100,6.99,10.49
1901200,Special Order Items,885,901326,Yahara Bay Orangecello,6,100,5.93,8.9
1901200,Special Order Items,885,901224,Whiskey Liqueur,6,100,7.83,11.75
1901200,Special Order Items,885,901189,Blair Athol,6,200,13.96,20.94
1012210,SINGLE MALT SCOTCH,885,901293,Irish Single Malt 14yr-Brother in Arms,6,200,18.68,28.02
1092100,Imported Distilled Spirit Specialty,885,995227,Amrita Indian Whiskey 200ml,6,200,22.54,33.81
1901200,Special Order Items,885,901178,Armagnac XO 25yr,6,200,15.68,23.52
1901200,Special Order Items,885,901223,Whiskey Liqueur,6,200,11.65,17.48
1012210,SINGLE MALT SCOTCH,885,900257,Irish Single Malt 5yr ( Stephen's choice),6,100,7.63,11.45
1012300,IRISH WHISKIES,885,900486,5 year Irish Single Grain,6,100,7.53,11.3
1901200,Special Order Items,885,901089,Kirsch Cherry Brandy,6,200,9.2,13.8
1901200,Special Order Items,885,901169,Williams Pear Brandy,6,200,8.84,13.26
1901200,Special Order Items,885,900235,Cragabus Blended,6,200,11.59,17.39
,,885,900485,5 year Irish Single Grain,6,200,11.05,16.58
1901200,Special Order Items,885,901903,Sour Cherry,6,200,7.85,11.78
1012210,SINGLE MALT SCOTCH,885,900250,Irish Single Malt 11yr( Jack's Choice),6,200,15.35,23.03
1901200,Special Order Items,885,900416,Cognac Napoleon XO,6,200,24.75,37.13
1051150,MISCELLANEOUS  BRANDIES,885,901169,Williams Pear Brandy,6,200,8.83,13.25
1011300,Single Barrel Bourbon Whiskies,885,989833,YB Bourbon 200ml,6,1200,9.36,14.04
1901200,Special Order Items,885,901114,Latte Machiatto,6,200,8.24,12.36
1901200,Special Order Items,885,900244,Yahara Bay Barrell Mellowed Gin,6,200,8.89,13.34
1901200,Special Order Items,885,905081,Yahara Bay Apple Crisp(Apple Pie),6,200,7.98,11.97
1901200,Special Order Items,885,901157,Wild Rose Liqueur,6,200,7.67,11.51
1901200,Special Order Items,885,901187,Yahara Bay American Whiskey,6,200,9.06,13.59
,,885,900482,5 year Irish Single Grain,1,1000,34.36,51.54
1901200,Special Order Items,885,900232,Cragabus Blended,1,1000,37.08,55.62
1901200,Special Order Items,885,900619,Fernandez Brandy De Jerez,1,1000,37.04,55.56
1051150,MISCELLANEOUS  BRANDIES,885,905530,Yahara Bay Apple Brandy,1,1000,29.94,44.91
1901200,Special Order Items,885,905530,Yahara Bay Apple Brandy,1,1000,29.94,44.91
1012210,SINGLE MALT SCOTCH,885,901288,Irish Single Malt 14yr- Brother in Arms,1,1000,72.57,108.86
,,885,995212,Spanish Single Malt 1 Liter,1,1000,46.46,69.69
1011300,Single Barrel Bourbon Whiskies,885,989830,YB Bourbon 1 Liter,1,1000,25.92,38.88
1901200,Special Order Items,885,901284,Yahara Bay American Rye Whiskey,6,375,12.61,18.92
1051150,MISCELLANEOUS  BRANDIES,885,901031,Armagnac XO 10 YR,3,750,30.51,45.77
1901200,Special Order Items,885,900225,Mac Spey Blended,6,375,14.05,21.08
1012210,SINGLE MALT SCOTCH,885,901289,Irish Single Malt 14yr-Brother in Arms,3,750,57.96,86.94
1901200,Special Order Items,885,901283,Yahara Bay American Rye Whiskey,3,750,22.35,33.53
1901200,Special Order Items,885,901130,Blair Athol,6,375,21.55,32.33
1901200,Special Order Items,885,900224,Mac Spey Blended,3,750,25.23,37.85
1901200,Special Order Items,885,900243,Yahara Bay Barrell Mellowed Gin,6,375,12.05,18.08
1901200,Special Order Items,885,901221,Whiskey Liqueur,3,750,31.59,47.39
1901200,Special Order Items,885,901222,Whiskey Liqueur,6,375,17.22,25.83
